"park_name","unit_code","park_type","region","traffic_counter","year","month","traffic_count","park_name_total","unit_code_total","park_type_total","region_type","traffic_count_total_label","year_total","traffic_count_total","state"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2006,9,1445,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2006,36777,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2006,10,2195,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2006,36777,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2006,11,5376,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2006,36777,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2006,12,0,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2006,36777,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2007,1,4879,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2007,57251,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2007,2,4492,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2007,57251,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2007,3,6014,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2007,57251,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2007,4,3597,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2007,57251,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2007,5,4678,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2007,57251,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2007,6,1445,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2007,57251,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2007,7,2169,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2007,57251,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2007,8,2376,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2007,57251,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2007,9,4668,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2007,57251,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2007,10,7275,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2007,57251,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2007,11,7982,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2007,57251,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2007,12,7676,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2007,57251,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2008,1,8274,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2008,79591,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2008,2,7296,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2008,79591,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2008,3,9069,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2008,79591,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2008,4,9557,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2008,79591,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2008,5,8132,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2008,79591,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2008,6,4785,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2008,79591,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2008,7,2478,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2008,79591,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2008,8,2282,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2008,79591,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2008,9,5318,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2008,79591,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2008,10,7448,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2008,79591,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2008,11,7678,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2008,79591,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2008,12,7274,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2008,79591,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2009,1,8863,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2009,76090,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2009,2,8121,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2009,76090,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2009,3,8006,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2009,76090,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2009,4,9093,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2009,76090,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2009,5,7628,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2009,76090,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2009,6,4898,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2009,76090,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2009,7,0,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2009,76090,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2009,8,2367,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2009,76090,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2009,9,4888,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2009,76090,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2009,10,6703,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2009,76090,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2009,11,7639,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2009,76090,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2009,12,7884,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2009,76090,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2010,1,0,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2010,69509,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2010,2,6438,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2010,69509,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2010,3,7203,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2010,69509,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2010,4,9989,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2010,69509,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2010,5,7519,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2010,69509,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2010,6,5094,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2010,69509,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2010,7,2686,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2010,69509,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2010,8,2597,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2010,69509,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2010,9,4961,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2010,69509,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2010,10,7193,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2010,69509,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2010,11,7915,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2010,69509,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2010,12,7914,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2010,69509,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2011,1,7120,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2011,75928,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2011,2,6487,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2011,75928,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2011,3,8668,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2011,75928,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2011,4,9153,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2011,75928,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2011,5,8308,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2011,75928,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2011,6,4753,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2011,75928,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2011,7,2418,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2011,75928,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2011,8,2229,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2011,75928,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2011,9,4820,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2011,75928,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2011,10,6759,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2011,75928,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2011,11,7679,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2011,75928,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2011,12,7534,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2011,75928,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2012,1,7477,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2012,63685,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2012,2,7103,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2012,63685,"NY"
